cidade,cod_municipal,veiculos_mapeados,regiao_metropolitana,uf,estado,regiao,pais,POP,RDPC,I_ESCOLARIDADE,IDHM,IDHM_E,IDHM_L,IDHM_R
BRAGANÇA,150170,1,n/d,PA,Pará,Norte,Brasil,112709,311.97,0.399,0.6,0.486,0.755,0.589
CANAÃ DOS CARAJÁS,150215,1,n/d,PA,Pará,Norte,Brasil,26526,517.33,0.501,0.673,0.569,0.801,0.67
REDENÇÃO,150613,1,n/d,PA,Pará,Norte,Brasil,73579,529.54,0.457,0.672,0.561,0.804,0.674
TAILÂNDIA,150795,1,n/d,PA,Pará,Norte,Brasil,78878,300.85,0.379,0.588,0.45,0.776,0.583
ARAGUAÍNA,170210,1,n/d,TO,Tocantins,Norte,Brasil,149300,737.63,0.639,0.752,0.712,0.821,0.727
ARAGUATINS,170220,1,n/d,TO,Tocantins,Norte,Brasil,31268,342.07,0.409,0.631,0.525,0.793,0.604
AUGUSTINÓPOLIS,170255,1,n/d,TO,Tocantins,Norte,Brasil,15880,364.32,0.456,0.67,0.619,0.793,0.614
MIRACEMA DO TOCANTINS,171320,1,n/d,TO,Tocantins,Norte,Brasil,20590,533.46,0.496,0.684,0.579,0.82,0.675
PARAÍSO DO TOCANTINS,171610,1,n/d,TO,Tocantins,Norte,Brasil,44257,899.57,0.617,0.764,0.706,0.831,0.759
PORTO NACIONAL,171820,1,n/d,TO,Tocantins,Norte,Brasil,48750,621.1,0.604,0.74,0.701,0.826,0.699
AÇAILÂNDIA,210005,1,n/d,MA,Maranhão,Nordeste,Brasil,103752,438.56,0.464,0.672,0.602,0.785,0.643
BACABAL,210120,1,n/d,MA,Maranhão,Nordeste,Brasil,99781,375.57,0.454,0.651,0.591,0.753,0.619
BALSAS,210140,1,n/d,MA,Maranhão,Nordeste,Brasil,83302,531.6,0.514,0.687,0.597,0.807,0.674
CAROLINA,210280,1,n/d,MA,Maranhão,Nordeste,Brasil,23827,334.51,0.401,0.634,0.529,0.802,0.6
JOÃO LISBOA,210550,1,n/d,MA,Maranhão,Nordeste,Brasil,20355,303.91,0.435,0.641,0.573,0.785,0.585
PEDREIRAS,210820,1,n/d,MA,Maranhão,Nordeste,Brasil,39220,441.42,0.471,0.682,0.621,0.792,0.644
PORTO FRANCO,210900,1,n/d,MA,Maranhão,Nordeste,Brasil,21396,497.56,0.477,0.684,0.606,0.796,0.664
SANTA INÊS,210990,1,n/d,MA,Maranhão,Nordeste,Brasil,77056,411.04,0.488,0.674,0.615,0.788,0.633
ÁGUA BRANCA,220020,1,n/d,PI,Piauí,Nordeste,Brasil,16436,335.63,0.424,0.639,0.569,0.763,0.6
CAMPO MAIOR,220220,1,n/d,PI,Piauí,Nordeste,Brasil,45093,401.74,0.423,0.656,0.566,0.793,0.629
FLORIANO,220390,1,n/d,PI,Piauí,Nordeste,Brasil,57242,536.3,0.562,0.7,0.633,0.802,0.676
PICOS,220800,1,n/d,PI,Piauí,Nordeste,Brasil,72941,563.88,0.499,0.698,0.621,0.8,0.684
VALENÇA DO PIAUÍ,221130,1,n/d,PI,Piauí,Nordeste,Brasil,20289,380.19,0.417,0.647,0.566,0.773,0.62
ACOPIARA,230030,1,n/d,CE,Ceará,Nordeste,Brasil,51083,266.65,0.302,0.595,0.517,0.724,0.563
BARBALHA,230190,1,n/d,CE,Ceará,Nordeste,Brasil,55259,362.9,0.514,0.683,0.637,0.817,0.613
BREJO SANTO,230250,1,n/d,CE,Ceará,Nordeste,Brasil,44890,325.64,0.464,0.647,0.592,0.768,0.596
CHOROZINHO,230395,1,RM Fortaleza,CE,Ceará,Nordeste,Brasil,18841,277.4,0.343,0.604,0.522,0.742,0.57
CRATEÚS,230410,1,n/d,CE,Ceará,Nordeste,Brasil,72499,373.18,0.388,0.644,0.55,0.787,0.618
CRATO,230420,1,n/d,CE,Ceará,Nordeste,Brasil,120655,470.46,0.568,0.713,0.673,0.822,0.655
IGUATU,230550,1,n/d,CE,Ceará,Nordeste,Brasil,96263,434.67,0.45,0.677,0.599,0.808,0.642
IRAUÇUBA,230610,1,n/d,CE,Ceará,Nordeste,Brasil,22250,211.75,0.41,0.605,0.557,0.755,0.526
ITAPIPOCA,230640,1,n/d,CE,Ceará,Nordeste,Brasil,115450,264.08,0.456,0.64,0.613,0.761,0.562
MOMBAÇA,230850,1,n/d,CE,Ceará,Nordeste,Brasil,42562,243.85,0.288,0.582,0.489,0.735,0.549
PARACURU,231020,1,RM Fortaleza,CE,Ceará,Nordeste,Brasil,31405,328.2,0.43,0.637,0.581,0.746,0.597
PIQUET CARNEIRO,231090,1,n/d,CE,Ceará,Nordeste,Brasil,15429,217.02,0.306,0.6,0.523,0.779,0.53
QUIXADÁ,231130,1,n/d,CE,Ceará,Nordeste,Brasil,80117,317.66,0.463,0.659,0.624,0.775,0.592
SANTA QUITÉRIA,231220,1,n/d,CE,Ceará,Nordeste,Brasil,42659,238.84,0.364,0.616,0.553,0.775,0.546
SOBRAL,231290,1,n/d,CE,Ceará,Nordeste,Brasil,186474,448.89,0.543,0.714,0.675,0.832,0.647
AÇU,240020,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,53079,432.38,0.427,0.661,0.568,0.795,0.641
CAICÓ,240200,1,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,62116,637.13,0.499,0.71,0.619,0.824,0.703
ARARUNA,250100,1,n/d,PB,Paraíba,Nordeste,Brasil,18813,244.02,0.267,0.567,0.439,0.758,0.549
CONCEIÇÃO,250440,1,n/d,PB,Paraíba,Nordeste,Brasil,18258,290.63,0.319,0.592,0.476,0.754,0.577
PRINCESA ISABEL,251230,1,n/d,PB,Paraíba,Nordeste,Brasil,21201,334.74,0.333,0.606,0.514,0.72,0.6
SÃO BENTO,251390,1,n/d,PB,Paraíba,Nordeste,Brasil,30798,328.99,0.243,0.58,0.424,0.769,0.597
SÃO JOSÉ DE PIRANHAS,251450,1,n/d,PB,Paraíba,Nordeste,Brasil,19025,321.53,0.281,0.591,0.461,0.755,0.594
ARCOVERDE,260120,1,n/d,PE,Pernambuco,Nordeste,Brasil,68019,469.53,0.475,0.667,0.567,0.799,0.654
BELO JARDIM,260170,1,n/d,PE,Pernambuco,Nordeste,Brasil,72258,372.93,0.37,0.629,0.514,0.783,0.617
CACHOEIRINHA,260310,1,n/d,PE,Pernambuco,Nordeste,Brasil,18774,308.18,0.269,0.579,0.439,0.753,0.587
JABOATÃO DOS GUARARAPES,260790,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,642986,593.9,0.585,0.717,0.642,0.83,0.692
OLINDA,260960,1,RM Recife,PE,Pernambuco,Nordeste,Brasil,376158,640.13,0.64,0.735,0.675,0.836,0.704
PALMARES,261000,1,n/d,PE,Pernambuco,Nordeste,Brasil,58392,311.09,0.434,0.622,0.55,0.744,0.588
SALGUEIRO,261220,1,n/d,PE,Pernambuco,Nordeste,Brasil,55966,441.79,0.454,0.669,0.58,0.799,0.645
SANTA CRUZ DO CAPIBARIBE,261250,1,n/d,PE,Pernambuco,Nordeste,Brasil,86786,507.05,0.353,0.648,0.506,0.806,0.667
SERRA TALHADA,261390,1,n/d,PE,Pernambuco,Nordeste,Brasil,79008,407.34,0.435,0.661,0.571,0.8,0.632
VITÓRIA DE SANTO ANTÃO,261640,1,n/d,PE,Pernambuco,Nordeste,Brasil,129301,401.16,0.401,0.64,0.543,0.768,0.629
PALMEIRA DOS ÍNDIOS,270630,1,n/d,AL,Alagoas,Nordeste,Brasil,70002,391.37,0.379,0.638,0.523,0.794,0.625
PENEDO,270670,1,n/d,AL,Alagoas,Nordeste,Brasil,60049,339.15,0.407,0.63,0.536,0.774,0.602
ITABAIANA,280290,1,n/d,SE,Sergipe,Nordeste,Brasil,86586,443.39,0.369,0.642,0.513,0.801,0.645
LAGARTO,280350,1,n/d,SE,Sergipe,Nordeste,Brasil,94431,362.8,0.36,0.625,0.515,0.775,0.613
ARACI,290210,1,n/d,BA,Bahia,Nordeste,Brasil,51507,221.98,0.25,0.534,0.381,0.747,0.534
BRUMADO,290460,1,n/d,BA,Bahia,Nordeste,Brasil,64383,403.22,0.447,0.656,0.554,0.807,0.63
CAMACAN,290560,1,n/d,BA,Bahia,Nordeste,Brasil,31369,351.84,0.328,0.581,0.419,0.768,0.608
CANAVIEIRAS,290630,1,n/d,BA,Bahia,Nordeste,Brasil,32156,325.61,0.326,0.59,0.434,0.796,0.596
CARINHANHA,290710,1,n/d,BA,Bahia,Nordeste,Brasil,28311,209.51,0.356,0.576,0.477,0.763,0.525
CONCEIÇÃO DO COITÉ,290840,1,n/d,BA,Bahia,Nordeste,Brasil,61858,309.61,0.359,0.611,0.517,0.752,0.587
CONDEÚBA,290870,1,n/d,BA,Bahia,Nordeste,Brasil,16888,260.07,0.263,0.582,0.447,0.789,0.559
CRUZ DAS ALMAS,290980,1,n/d,BA,Bahia,Nordeste,Brasil,58318,481.8,0.582,0.699,0.65,0.796,0.659
EUCLIDES DA CUNHA,291070,1,n/d,BA,Bahia,Nordeste,Brasil,56047,269.58,0.277,0.567,0.43,0.749,0.565
IPIAÚ,291390,1,n/d,BA,Bahia,Nordeste,Brasil,44041,573.36,0.434,0.67,0.551,0.796,0.687
ITABERABA,291470,1,n/d,BA,Bahia,Nordeste,Brasil,61400,422.79,0.405,0.62,0.485,0.769,0.638
ITAMBÉ,291580,1,n/d,BA,Bahia,Nordeste,Brasil,22939,312.32,0.296,0.578,0.436,0.75,0.589
ITANHÉM,291600,1,n/d,BA,Bahia,Nordeste,Brasil,20197,388.04,0.363,0.637,0.525,0.79,0.624
JACOBINA,291750,1,n/d,BA,Bahia,Nordeste,Brasil,78990,417.88,0.444,0.649,0.558,0.772,0.636
LAURO DE FREITAS,291920,1,RM Salvador,BA,Bahia,Nordeste,Brasil,161401,1031.78,0.667,0.754,0.663,0.827,0.781
MORRO DO CHAPÉU,292170,1,n/d,BA,Bahia,Nordeste,Brasil,35091,250.88,0.315,0.588,0.478,0.766,0.554
MUCURI,292200,1,n/d,BA,Bahia,Nordeste,Brasil,35739,546.41,0.468,0.665,0.541,0.801,0.679
RIACHÃO DO JACUÍPE,292630,1,n/d,BA,Bahia,Nordeste,Brasil,33115,311.47,0.392,0.628,0.559,0.755,0.588
SANTO ANTÔNIO DE JESUS,292870,1,n/d,BA,Bahia,Nordeste,Brasil,90326,540.38,0.527,0.7,0.622,0.815,0.677
SÃO DESIDÉRIO,292890,1,n/d,BA,Bahia,Nordeste,Brasil,27073,302.2,0.307,0.579,0.449,0.742,0.584
TAPIRAMUTÁ,293130,1,n/d,BA,Bahia,Nordeste,Brasil,16375,312.39,0.302,0.594,0.473,0.752,0.589
UBAITABA,293220,1,n/d,BA,Bahia,Nordeste,Brasil,20465,349.68,0.36,0.611,0.49,0.767,0.607
UBATÃ,293230,1,n/d,BA,Bahia,Nordeste,Brasil,24850,306.52,0.357,0.593,0.452,0.788,0.586
VALENÇA,293290,1,n/d,BA,Bahia,Nordeste,Brasil,88140,376.23,0.423,0.623,0.502,0.778,0.619
AFONSO CLÁUDIO,320010,1,n/d,ES,Espírito Santo,Sudeste,Brasil,30918,489.59,0.366,0.667,0.544,0.825,0.661
ARACRUZ,320060,1,n/d,ES,Espírito Santo,Sudeste,Brasil,81525,695.25,0.583,0.752,0.707,0.838,0.717
BAIXO GUANDU,320080,1,n/d,ES,Espírito Santo,Sudeste,Brasil,28854,516.34,0.463,0.702,0.637,0.811,0.67
CONCEIÇÃO DA BARRA,320160,1,n/d,ES,Espírito Santo,Sudeste,Brasil,28407,450.71,0.447,0.681,0.603,0.81,0.648
ECOPORANGA,320210,1,n/d,ES,Espírito Santo,Sudeste,Brasil,22587,406.49,0.368,0.662,0.562,0.819,0.631
GUAÇUÍ,320230,1,n/d,ES,Espírito Santo,Sudeste,Brasil,27592,587.91,0.472,0.703,0.595,0.846,0.691
IÚNA,320300,1,n/d,ES,Espírito Santo,Sudeste,Brasil,27207,501.21,0.381,0.666,0.537,0.829,0.665
MARATAÍZES,320332,1,n/d,ES,Espírito Santo,Sudeste,Brasil,34003,538.07,0.469,0.696,0.588,0.847,0.676
PANCAS,320400,1,n/d,ES,Espírito Santo,Sudeste,Brasil,21509,451.21,0.391,0.667,0.562,0.815,0.648
SANTA MARIA DE JETIBÁ,320455,1,n/d,ES,Espírito Santo,Sudeste,Brasil,34121,603.33,0.321,0.671,0.521,0.834,0.695
SOORETAMA,320501,1,n/d,ES,Espírito Santo,Sudeste,Brasil,23738,457.49,0.399,0.662,0.556,0.802,0.65
VARGEM ALTA,320503,1,n/d,ES,Espírito Santo,Sudeste,Brasil,19024,480.01,0.358,0.663,0.544,0.814,0.658
VENDA NOVA DO IMIGRANTE,320506,1,n/d,ES,Espírito Santo,Sudeste,Brasil,20425,754.66,0.483,0.728,0.624,0.845,0.731
VIANA,320510,1,n/d,ES,Espírito Santo,Sudeste,Brasil,62393,523.61,0.467,0.686,0.589,0.816,0.672
VILA VALÉRIO,320517,1,n/d,ES,Espírito Santo,Sudeste,Brasil,13795,569.82,0.345,0.675,0.549,0.816,0.686
BELFORD ROXO,330045,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,468774,491.51,0.549,0.684,0.598,0.808,0.662
BOM JARDIM,330050,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,25181,649.62,0.365,0.66,0.503,0.809,0.707
BOM JESUS DO ITABAPOANA,330060,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,35162,717.69,0.538,0.732,0.662,0.819,0.723
CANTAGALO,330110,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,19777,641.61,0.498,0.709,0.614,0.822,0.705
CONCEIÇÃO DE MACABU,330140,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,20978,614.57,0.538,0.712,0.642,0.806,0.698
ITAOCARA,330210,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22811,607.18,0.472,0.713,0.635,0.82,0.696
ITATIAIA,330225,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,28639,773.48,0.593,0.737,0.652,0.836,0.735
NILÓPOLIS,330320,1,RM Rio de Janeiro,RJ,Rio de Janeiro,Sudeste,Brasil,157151,755.26,0.715,0.753,0.716,0.817,0.731
PINHEIRAL,330395,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,22657,657.99,0.571,0.715,0.643,0.801,0.709
PIRAÍ,330400,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,25965,678.3,0.541,0.708,0.62,0.803,0.714
SILVA JARDIM,330560,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,21301,476.99,0.406,0.654,0.536,0.793,0.657
VASSOURAS,330620,1,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,34117,701.06,0.567,0.714,0.624,0.813,0.719
ÁGUAS DE LINDÓIA,350050,1,n/d,SP,São Paulo,Sudeste,Brasil,17120,730.13,0.51,0.745,0.675,0.846,0.725
AGUDOS,350070,1,n/d,SP,São Paulo,Sudeste,Brasil,34140,642.59,0.566,0.745,0.694,0.845,0.705
ALTINÓPOLIS,350100,1,n/d,SP,São Paulo,Sudeste,Brasil,15527,731.49,0.475,0.73,0.635,0.843,0.726
ANGATUBA,350220,1,n/d,SP,São Paulo,Sudeste,Brasil,22134,597.99,0.473,0.719,0.648,0.827,0.693
APARECIDA,350250,1,n/d,SP,São Paulo,Sudeste,Brasil,34630,775.17,0.635,0.755,0.706,0.828,0.735
APIAÍ,350270,1,n/d,SP,São Paulo,Sudeste,Brasil,25062,492.43,0.473,0.71,0.647,0.835,0.662
BARIRI,350520,1,n/d,SP,São Paulo,Sudeste,Brasil,31448,781.34,0.516,0.75,0.662,0.867,0.736
BARRA BONITA,350530,1,n/d,SP,São Paulo,Sudeste,Brasil,35157,915.28,0.585,0.788,0.739,0.869,0.762
BATATAIS,350590,1,n/d,SP,São Paulo,Sudeste,Brasil,56264,941.79,0.563,0.761,0.685,0.84,0.766
BIRITIBA-MIRIM,350660,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,28531,662.23,0.484,0.712,0.64,0.795,0.71
CACHOEIRA PAULISTA,350860,1,n/d,SP,São Paulo,Sudeste,Brasil,29922,764.6,0.646,0.764,0.728,0.837,0.733
CAJAMAR,350920,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,64040,676.5,0.554,0.728,0.668,0.81,0.713
CAJATI,350925,1,n/d,SP,São Paulo,Sudeste,Brasil,28207,481.48,0.451,0.694,0.611,0.832,0.658
CAMPOS DO JORDÃO,350970,1,n/d,SP,São Paulo,Sudeste,Brasil,47287,911.4,0.518,0.749,0.648,0.852,0.761
CARDOSO,351070,1,n/d,SP,São Paulo,Sudeste,Brasil,11762,605.99,0.468,0.722,0.636,0.853,0.695
CASTILHO,351100,1,n/d,SP,São Paulo,Sudeste,Brasil,17531,579.36,0.506,0.731,0.686,0.827,0.688
CESÁRIO LANGE,351160,1,n/d,SP,São Paulo,Sudeste,Brasil,14493,684.95,0.494,0.706,0.611,0.804,0.715
COLÔMBIA,351210,1,n/d,SP,São Paulo,Sudeste,Brasil,5982,582.53,0.47,0.71,0.647,0.802,0.689
CONCHAL,351220,1,n/d,SP,São Paulo,Sudeste,Brasil,25103,617.76,0.449,0.708,0.614,0.827,0.699
CORDEIRÓPOLIS,351240,1,n/d,SP,São Paulo,Sudeste,Brasil,20946,873.87,0.534,0.758,0.674,0.858,0.754
COSMÓPOLIS,351280,1,n/d,SP,São Paulo,Sudeste,Brasil,58542,829.25,0.581,0.769,0.697,0.876,0.746
CRAVINHOS,351310,1,n/d,SP,São Paulo,Sudeste,Brasil,31565,784.4,0.545,0.756,0.683,0.857,0.737
CRUZEIRO,351340,1,n/d,SP,São Paulo,Sudeste,Brasil,76867,809.24,0.683,0.788,0.758,0.871,0.742
EMBU-GUAÇU,351510,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,62320,676.52,0.601,0.749,0.708,0.834,0.713
ENGENHEIRO COELHO,351515,1,n/d,SP,São Paulo,Sudeste,Brasil,15658,707.37,0.516,0.732,0.668,0.815,0.72
GUARÁ,351770,1,n/d,SP,São Paulo,Sudeste,Brasil,19801,664.56,0.463,0.718,0.63,0.826,0.71
GUARIBA,351860,1,n/d,SP,São Paulo,Sudeste,Brasil,35344,671.34,0.521,0.719,0.645,0.811,0.712
HOLAMBRA,351905,1,n/d,SP,São Paulo,Sudeste,Brasil,11254,1274.53,0.583,0.793,0.698,0.878,0.815
HORTOLÂNDIA,351907,1,n/d,SP,São Paulo,Sudeste,Brasil,188117,686.96,0.59,0.756,0.703,0.859,0.716
IBATÉ,351930,1,n/d,SP,São Paulo,Sudeste,Brasil,30672,552.79,0.483,0.703,0.627,0.814,0.681
IGARATÁ,352020,1,n/d,SP,São Paulo,Sudeste,Brasil,8772,561.31,0.447,0.711,0.616,0.855,0.683
IGUAPE,352030,1,n/d,SP,São Paulo,Sudeste,Brasil,28708,588.36,0.481,0.726,0.653,0.847,0.691
ILHABELA,352040,1,n/d,SP,São Paulo,Sudeste,Brasil,28026,794.57,0.599,0.756,0.693,0.843,0.739
IPERÓ,352100,1,n/d,SP,São Paulo,Sudeste,Brasil,26427,551.75,0.522,0.719,0.672,0.814,0.68
ITABERÁ,352170,1,n/d,SP,São Paulo,Sudeste,Brasil,17739,462.03,0.429,0.693,0.636,0.803,0.652
ITAÍ,352180,1,n/d,SP,São Paulo,Sudeste,Brasil,22559,594.77,0.467,0.713,0.63,0.83,0.692
ITAPECERICA DA SERRA,352220,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,148965,619.82,0.58,0.742,0.687,0.852,0.699
ITÁPOLIS,352270,1,n/d,SP,São Paulo,Sudeste,Brasil,39827,787.75,0.47,0.744,0.667,0.836,0.738
ITAPORANGA,352280,1,n/d,SP,São Paulo,Sudeste,Brasil,14423,552.76,0.413,0.719,0.653,0.835,0.681
ITARARÉ,352320,1,n/d,SP,São Paulo,Sudeste,Brasil,47767,510.2,0.476,0.703,0.649,0.803,0.668
ITATINGA,352350,1,n/d,SP,São Paulo,Sudeste,Brasil,17986,568.58,0.484,0.706,0.61,0.841,0.685
LENÇÓIS PAULISTA,352680,1,n/d,SP,São Paulo,Sudeste,Brasil,61212,816.48,0.577,0.764,0.717,0.837,0.743
LOUVEIRA,352730,1,n/d,SP,São Paulo,Sudeste,Brasil,37004,1047.17,0.603,0.777,0.697,0.861,0.783
MACATUBA,352800,1,n/d,SP,São Paulo,Sudeste,Brasil,16217,920.95,0.513,0.77,0.697,0.859,0.763
MAIRINQUE,352840,1,n/d,SP,São Paulo,Sudeste,Brasil,43055,710.18,0.584,0.743,0.684,0.831,0.721
MARTINÓPOLIS,352920,1,n/d,SP,São Paulo,Sudeste,Brasil,22950,636.0,0.478,0.721,0.641,0.832,0.703
MONGAGUÁ,353110,1,n/d,SP,São Paulo,Sudeste,Brasil,44770,699.73,0.581,0.754,0.699,0.854,0.719
MONTE APRAZÍVEL,353140,1,n/d,SP,São Paulo,Sudeste,Brasil,21662,1032.05,0.56,0.785,0.72,0.861,0.781
MONTE MOR,353180,1,n/d,SP,São Paulo,Sudeste,Brasil,48724,674.23,0.541,0.733,0.639,0.863,0.713
NAZARÉ PAULISTA,353240,1,n/d,SP,São Paulo,Sudeste,Brasil,16371,554.18,0.4,0.678,0.559,0.818,0.681
NOVA GRANADA,353300,1,n/d,SP,São Paulo,Sudeste,Brasil,19100,737.29,0.508,0.739,0.68,0.818,0.727
NOVA ODESSA,353340,1,n/d,SP,São Paulo,Sudeste,Brasil,50978,878.14,0.643,0.791,0.762,0.861,0.755
ORLÂNDIA,353430,1,n/d,SP,São Paulo,Sudeste,Brasil,39610,934.54,0.573,0.78,0.703,0.882,0.765
PALMITAL,353530,1,n/d,SP,São Paulo,Sudeste,Brasil,21159,739.37,0.54,0.746,0.702,0.814,0.727
PILAR DO SUL,353790,1,n/d,SP,São Paulo,Sudeste,Brasil,26226,531.06,0.425,0.69,0.594,0.82,0.674
PINDORAMA,353810,1,n/d,SP,São Paulo,Sudeste,Brasil,14894,732.68,0.485,0.737,0.654,0.842,0.726
POMPÉIA,354000,1,n/d,SP,São Paulo,Sudeste,Brasil,19896,850.38,0.634,0.786,0.748,0.864,0.75
PORTO FELIZ,354060,1,n/d,SP,São Paulo,Sudeste,Brasil,48375,785.76,0.563,0.758,0.706,0.836,0.737
PORTO FERREIRA,354070,1,n/d,SP,São Paulo,Sudeste,Brasil,51290,779.0,0.575,0.751,0.696,0.827,0.736
PRESIDENTE EPITÁCIO,354130,1,n/d,SP,São Paulo,Sudeste,Brasil,40865,680.56,0.57,0.75,0.7,0.845,0.714
RIO GRANDE DA SERRA,354410,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,43744,563.57,0.621,0.749,0.745,0.823,0.684
SALESÓPOLIS,354500,1,RM São Paulo,SP,São Paulo,Sudeste,Brasil,15565,576.55,0.527,0.732,0.69,0.829,0.687
SANTA CRUZ DAS PALMEIRAS,354630,1,n/d,SP,São Paulo,Sudeste,Brasil,29824,829.66,0.48,0.728,0.635,0.815,0.746
SANTA FÉ DO SUL,354660,1,n/d,SP,São Paulo,Sudeste,Brasil,29081,924.06,0.579,0.784,0.751,0.84,0.763
SANTA RITA DO PASSA QUATRO,354750,1,n/d,SP,São Paulo,Sudeste,Brasil,26068,930.59,0.595,0.775,0.686,0.887,0.764
SERRA NEGRA,355160,1,n/d,SP,São Paulo,Sudeste,Brasil,26297,927.39,0.511,0.767,0.676,0.873,0.764
SEVERÍNIA,355190,1,n/d,SP,São Paulo,Sudeste,Brasil,15444,657.45,0.477,0.715,0.638,0.807,0.709
SUMARÉ,355240,1,n/d,SP,São Paulo,Sudeste,Brasil,241007,820.03,0.6,0.762,0.705,0.845,0.744
TAMBAÚ,355330,1,n/d,SP,São Paulo,Sudeste,Brasil,22289,747.11,0.485,0.731,0.624,0.858,0.729
TANABI,355340,1,n/d,SP,São Paulo,Sudeste,Brasil,23991,775.79,0.507,0.748,0.687,0.829,0.735
TAQUARITINGA,355370,1,n/d,SP,São Paulo,Sudeste,Brasil,53797,739.25,0.53,0.748,0.696,0.827,0.727
UBATUBA,355540,1,n/d,SP,São Paulo,Sudeste,Brasil,78469,803.5,0.567,0.751,0.679,0.841,0.741
VIRADOURO,355680,1,n/d,SP,São Paulo,Sudeste,Brasil,17263,692.01,0.49,0.739,0.683,0.823,0.717
VOTORANTIM,355700,1,n/d,SP,São Paulo,Sudeste,Brasil,108590,703.99,0.64,0.767,0.747,0.838,0.72
ANTONINA,410120,1,n/d,PR,Paraná,Sul,Brasil,18780,572.38,0.441,0.687,0.564,0.838,0.686
ASSAÍ,410190,1,n/d,PR,Paraná,Sul,Brasil,16334,723.56,0.52,0.728,0.641,0.833,0.724
BARRACÃO,410260,1,n/d,PR,Paraná,Sul,Brasil,9618,688.92,0.45,0.706,0.59,0.833,0.716
BELA VISTA DO PARAÍSO,410280,1,n/d,PR,Paraná,Sul,Brasil,15004,710.14,0.44,0.716,0.604,0.844,0.721
BITURUNA,410290,1,n/d,PR,Paraná,Sul,Brasil,15817,443.43,0.387,0.667,0.556,0.829,0.645
CAPANEMA,410450,1,n/d,PR,Paraná,Sul,Brasil,18423,701.11,0.417,0.706,0.611,0.801,0.719
CERRO AZUL,410520,1,RM Curitiba,PR,Paraná,Sul,Brasil,16877,342.88,0.214,0.573,0.391,0.797,0.604
CHOPINZINHO,410540,1,n/d,PR,Paraná,Sul,Brasil,19595,802.23,0.46,0.74,0.671,0.817,0.74
CRUZ MACHADO,410680,1,n/d,PR,Paraná,Sul,Brasil,17987,414.98,0.338,0.664,0.545,0.845,0.635
DOIS VIZINHOS,410720,1,n/d,PR,Paraná,Sul,Brasil,36005,836.1,0.561,0.767,0.711,0.85,0.747
FAXINAL,410760,1,n/d,PR,Paraná,Sul,Brasil,16180,612.79,0.44,0.687,0.584,0.796,0.697
FAZENDA RIO GRANDE,410765,1,RM Curitiba,PR,Paraná,Sul,Brasil,81515,677.31,0.506,0.72,0.617,0.847,0.713
GENERAL CARNEIRO,410850,1,n/d,PR,Paraná,Sul,Brasil,13658,423.27,0.374,0.652,0.532,0.816,0.638
IBIPORÃ,410980,1,n/d,PR,Paraná,Sul,Brasil,47905,706.25,0.526,0.726,0.647,0.821,0.72
IVAIPORÃ,411150,1,n/d,PR,Paraná,Sul,Brasil,31573,666.73,0.48,0.73,0.661,0.827,0.711
JAGUARIAÍVA,411200,1,n/d,PR,Paraná,Sul,Brasil,32513,616.79,0.521,0.743,0.684,0.859,0.698
MANDAGUARI,411420,1,n/d,PR,Paraná,Sul,Brasil,32515,762.54,0.523,0.751,0.689,0.84,0.732
MATELÂNDIA,411560,1,n/d,PR,Paraná,Sul,Brasil,15358,683.91,0.487,0.725,0.642,0.831,0.715
PALMEIRA,411770,1,n/d,PR,Paraná,Sul,Brasil,31992,729.05,0.473,0.718,0.618,0.826,0.725
PIÊN,411910,1,RM Curitiba,PR,Paraná,Sul,Brasil,11170,541.67,0.412,0.694,0.616,0.802,0.677
RESERVA,412170,1,n/d,PR,Paraná,Sul,Brasil,25110,457.88,0.272,0.618,0.461,0.786,0.65
SANTA IZABEL DO OESTE,412380,1,n/d,PR,Paraná,Sul,Brasil,13106,540.49,0.427,0.696,0.603,0.826,0.677
SARANDI,412625,1,n/d,PR,Paraná,Sul,Brasil,82728,554.48,0.427,0.695,0.579,0.85,0.681
SERTANÓPOLIS,412650,1,n/d,PR,Paraná,Sul,Brasil,15571,701.27,0.462,0.723,0.655,0.804,0.719
SIQUEIRA CAMPOS,412660,1,n/d,PR,Paraná,Sul,Brasil,18391,655.16,0.42,0.704,0.588,0.839,0.708
