id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,T_ANALF15M,T_SUPER25M,ESPVIDA,MORT1,T_ENV,PIND,PMPOB,GINI,R1040,R2040,RDPC,POP,PESO65,I_ESCOLARIDADE,IDHM_E,IDHM_L,IDHM_R,IDHM
id5371,Jornal,CORREIO DOS LAGOS,ANITA GARIBALDI,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,13.29,8.69,74.53,14.2,10.38,7.09,19.41,0.5,13.13,9.48,506.94,8599.0,895.0,0.4,0.592,0.826,0.667,0.688
id1634,Jornal,O ANTONINENSE,ANTONINA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,8.62,5.92,75.3,12.3,9.87,6.13,17.27,0.55,17.06,11.41,572.38,18780.0,1864.0,0.441,0.564,0.838,0.686,0.687
id3973,Jornal,O APARECIDA,APARECIDA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.43,12.82,74.67,15.2,8.23,0.49,4.54,0.46,10.47,7.49,775.17,34630.0,2881.0,0.635,0.706,0.828,0.735,0.755
id507,Online,PORTAL BRASIL EM FOLHAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id508,Online,VITORIA FM,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id509,Online,DIÁRIO DE APARECIDA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id510,Online,FINA E RICA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id5630,Jornal,BRASIL EM FOLHAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Central de Diários,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id565,Jornal,EDUCAÇAO E CIDADANIA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id566,Jornal,NOTICIAS DE GOIAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id567,Jornal,ONZE DE MAIO,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id568,Jornal,GOIAS EM DESTAQUE,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id569,Jornal,CORREIO O ESTADO DE GOIAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id570,Jornal,DIARIO DE APARECIDA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id571,Jornal,FOLHA DE APARECIDA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id572,Jornal,O PARLAMENTO,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id573,Jornal,CIDADE METROPOLITANA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id575,Jornal,FATOS POPULARES,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5.3,7.3,75.01,13.2,3.84,0.99,5.22,0.47,10.92,7.47,689.3,452269.0,17509.0,0.57,0.62,0.834,0.716,0.718
id1210,Jornal,FOLHA INTEGRAÇAO,APARECIDA DO TABOADO,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,9.96,9.69,73.23,21.0,7.95,2.95,6.02,0.46,10.48,7.42,692.79,22216.0,1775.0,0.447,0.588,0.804,0.717,0.697
id1211,Jornal,JORNAL DO BOLSAO,APARECIDA DO TABOADO,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,9.96,9.69,73.23,21.0,7.95,2.95,6.02,0.46,10.48,7.42,692.79,22216.0,1775.0,0.447,0.588,0.804,0.717,0.697
id3974,Jornal,APIAI TEM,APIAÍ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,7.62,6.42,75.07,14.6,7.55,8.82,21.67,0.55,16.68,11.34,492.43,25062.0,1903.0,0.473,0.647,0.835,0.662,0.71
id5372,Jornal,CABEÇO NEGRO,APIÚNA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,5.93,6.07,74.61,14.1,6.92,1.38,2.95,0.39,7.34,5.33,776.69,9564.0,664.0,0.378,0.584,0.827,0.735,0.708
id5373,Jornal,PAROLE,APIÚNA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,5.93,6.07,74.61,14.1,6.92,1.38,2.95,0.39,7.34,5.33,776.69,9564.0,664.0,0.378,0.584,0.827,0.735,0.708
id1520,Online,TRIBUNA DO NORTE - TN ONLINE,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id1635,Jornal,EXPRESSO DE APURACANA,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id1636,Jornal,CORREIO DO VALE,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id1637,Jornal,O RADAR,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id1639,Jornal,PORTAL DO PARANA,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id5550,Jornal,REVISTA EXPRESSO,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id5876,Jornal,TRIBUNA DO NORTE,APUCARANA,n/d,PR,Paraná,Sul,Brasil,ANJ,5.9,11.53,75.71,12.56,8.41,0.45,3.09,0.45,9.37,6.74,804.81,120486.0,10166.0,0.548,0.668,0.845,0.741,0.748
id1165,Online,O PANTANEIRO,AQUIDAUANA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.53,10.05,75.39,17.1,8.13,6.86,17.36,0.56,17.73,12.01,585.62,45168.0,3708.0,0.469,0.562,0.84,0.69,0.688
id1212,Jornal,NOTICIAS DO ESTADO,AQUIDAUANA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.53,10.05,75.39,17.1,8.13,6.86,17.36,0.56,17.73,12.01,585.62,45168.0,3708.0,0.469,0.562,0.84,0.69,0.688
id1213,Jornal,O PANTANEIRO,AQUIDAUANA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,8.53,10.05,75.39,17.1,8.13,6.86,17.36,0.56,17.73,12.01,585.62,45168.0,3708.0,0.469,0.562,0.84,0.69,0.688
id3204,Online,GAZETANEW,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3205,Online,BLOG PRIMEIRA MÃO,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3206,Online,PORTAL INFONET,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3207,Online,CINFORM,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3208,Online,MAIS ALÔ,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3209,Online,JORNAL DO DIA ON LINE,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3210,Online,BLOG DO MAX,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3211,Online,NE NOTICIAS,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3212,Online,AJN1 - AGÊNCIA JORNAL DE NOTÍCIAS,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3213,Online,CANÇÃO NOVA,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3214,Online,PRODUTORA DE COMUNICAÇÃO,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3215,Online,JORNAL DA CIDADE.NET (PORTAL JC),ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3218,Jornal,CINFORM,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3219,Jornal,CORREIO DE SERGIPE,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3221,Jornal,SUPER POPULAR,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3223,Jornal,GAZETA NEW,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id5812,Jornal,JORNAL DA CIDADE,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,ANJ,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id5813,Jornal,JORNAL DO DIA,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,ANJ,6.61,19.2,74.36,15.61,6.0,3.43,11.11,0.62,26.59,17.79,1052.03,565274.0,34264.0,0.695,0.708,0.823,0.784,0.77
id3227,Online,FOLHA DA REGIAO,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.83,15.88,75.46,15.28,9.77,0.63,3.14,0.52,14.1,9.29,1036.09,180537.0,17749.0,0.643,0.744,0.841,0.782,0.788
id3228,Online,O LIBERAL REGIONAL (LR1),ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.83,15.88,75.46,15.28,9.77,0.63,3.14,0.52,14.1,9.29,1036.09,180537.0,17749.0,0.643,0.744,0.841,0.782,0.788
id3975,Jornal,FOLHA DA REGIAO,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.83,15.88,75.46,15.28,9.77,0.63,3.14,0.52,14.1,9.29,1036.09,180537.0,17749.0,0.643,0.744,0.841,0.782,0.788
id5663,Jornal,FOLHA DA REGIÃO,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Central de Diários,3.83,15.88,75.46,15.28,9.77,0.63,3.14,0.52,14.1,9.29,1036.09,180537.0,17749.0,0.643,0.744,0.841,0.782,0.788
id5664,Jornal,O LIBERAL REGIONAL,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Central de Diários,3.83,15.88,75.46,15.28,9.77,0.63,3.14,0.52,14.1,9.29,1036.09,180537.0,17749.0,0.643,0.744,0.841,0.782,0.788
id113,Jornal,FOLHA DOS MUNICIPIOS,ARACI,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,34.37,2.05,69.79,28.0,7.35,31.46,52.7,0.57,20.74,15.07,221.98,51507.0,3797.0,0.25,0.381,0.747,0.534,0.534
id439,Jornal,FOLHA DO LITORAL,ARACRUZ,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,7.42,9.28,75.26,13.7,5.42,3.13,9.67,0.5,12.75,9.08,695.25,81525.0,4436.0,0.583,0.707,0.838,0.717,0.752
id576,Jornal,JORNAL LOCAL,ARAGARÇAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,9.07,7.89,74.82,13.4,6.85,1.19,7.5,0.45,9.76,6.91,600.03,17842.0,1253.0,0.56,0.68,0.83,0.694,0.732
id4845,Jornal,O NORTE,ARAGUAÍNA,n/d,TO,Tocantins,Norte,Brasil,Secom/PR,8.58,11.45,74.23,13.06,5.06,2.91,11.18,0.56,17.73,11.71,737.63,149300.0,7618.0,0.639,0.712,0.821,0.727,0.752
id4829,Online,PORTAL NORTE DO TOCANTINS,ARAGUATINS,n/d,TO,Tocantins,Norte,Brasil,Secom/PR,19.77,7.29,72.56,19.6,6.21,19.69,36.03,0.57,19.93,13.95,342.07,31268.0,1945.0,0.409,0.525,0.793,0.604,0.631
id1166,Online,ARAL MOREIRA NEWS,ARAL MOREIRA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,14.28,5.13,72.9,21.7,5.11,11.89,26.82,0.53,14.87,10.28,398.5,10182.0,524.0,0.353,0.507,0.798,0.628,0.633
id13,Online,7 SEGUNDOS,ARAPIRACA,n/d,AL,Alagoas,Nordeste,Brasil,Secom/PR,22.45,6.2,71.82,22.0,6.19,11.15,26.65,0.55,17.14,11.73,423.28,212874.0,13256.0,0.42,0.549,0.78,0.638,0.649
id14,Online,PORTAL JÁ É NOTÍCIA,ARAPIRACA,n/d,AL,Alagoas,Nordeste,Brasil,Secom/PR,22.45,6.2,71.82,22.0,6.19,11.15,26.65,0.55,17.14,11.73,423.28,212874.0,13256.0,0.42,0.549,0.78,0.638,0.649
id23,Jornal,ALAGOAS EM TEMPO,ARAPIRACA,n/d,AL,Alagoas,Nordeste,Brasil,Secom/PR,22.45,6.2,71.82,22.0,6.19,11.15,26.65,0.55,17.14,11.73,423.28,212874.0,13256.0,0.42,0.549,0.78,0.638,0.649
id1641,Jornal,O POVO NEWS,ARAPONGAS,n/d,PR,Paraná,Sul,Brasil,Secom/PR,5.0,10.85,75.02,13.33,8.09,0.49,2.49,0.46,9.84,6.57,855.02,103954.0,8428.0,0.567,0.669,0.834,0.751,0.748
id5524,Jornal,GAZETA DA CIDADE,ARAPONGAS,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,5.0,10.85,75.02,13.33,8.09,0.49,2.49,0.46,9.84,6.57,855.02,103954.0,8428.0,0.567,0.669,0.834,0.751,0.748
id5374,Jornal,FOLHA DE ARAQUARI,ARAQUARI,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,5.68,4.47,74.82,13.8,4.48,1.22,4.69,0.4,7.36,5.47,609.76,24751.0,1111.0,0.529,0.602,0.83,0.696,0.703
id2884,Jornal,IMPRESSO DO VALE,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id2885,Jornal,SEMCENSURA,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id2886,Jornal,O TEMPO DIÁRIO (EX O TEMPO),ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id2887,Jornal,VOZ DO SUL,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id2888,Jornal,NOTICIAS DA SEMANA,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id2889,Jornal,SUL CATARINENSE,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id2890,Jornal,SEMANA NEWS,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id5694,Jornal,ENFOQUE POPULAR,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id5695,Jornal,O TEMPO,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4.45,9.72,76.17,12.0,6.74,0.79,2.9,0.45,9.7,6.88,827.2,60793.0,4130.0,0.565,0.691,0.853,0.745,0.76
id3229,Online,ARARAQUARA NEWS,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3230,Online,AFRICAS,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3231,Online,O IMPARCIAL,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3232,Online,PORTAL MORADA,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3233,Online,JORNAL CIDADE NEWS ARARAQUARA,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3234,Online,TRIBUNA IMPRESSA - ARARAQUARA.COM,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3977,Jornal,O IMPARCIAL,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3978,Jornal,TRIBUNA ARARAQUARA (EX TRIBUNA IMPRESSA),ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3979,Jornal,JORNAL DE ARARAQUARA,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3980,Jornal,FOLHA DA CIDADE,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3981,Jornal,CIDADE NEWS (EX CIRCULANDO NEWS),ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3.61,17.54,77.64,10.23,9.66,0.53,2.64,0.5,12.28,8.55,1080.66,206646.0,20165.0,0.687,0.782,0.877,0.788,0.815
id3982,Jornal,OPINIAO JORNAL,ARARAS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,4.75,13.72,76.55,11.5,8.57,0.51,2.31,0.47,10.98,7.69,921.76,117824.0,10184.0,0.617,0.728,0.859,0.763,0.781
id5555,Jornal,OPINIÃO,ARARAS,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,4.75,13.72,76.55,11.5,8.57,0.51,2.31,0.47,10.98,7.69,921.76,117824.0,10184.0,0.617,0.728,0.859,0.763,0.781
id5556,Jornal,TRIBUNA DO POVO,ARARAS,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,4.75,13.72,76.55,11.5,8.57,0.51,2.31,0.47,10.98,7.69,921.76,117824.0,10184.0,0.617,0.728,0.859,0.763,0.781
id1473,Jornal,TRIBUNA DO ARARIPE,ARARIPINA,n/d,PE,Pernambuco,Nordeste,Brasil,Secom/PR,25.33,6.12,72.12,21.0,6.85,17.75,37.84,0.56,18.87,12.59,324.01,77085.0,5296.0,0.321,0.467,0.785,0.595,0.602
id1474,Jornal,FOLHA DO ARARIPE,ARARIPINA,n/d,PE,Pernambuco,Nordeste,Brasil,Secom/PR,25.33,6.12,72.12,21.0,6.85,17.75,37.84,0.56,18.87,12.59,324.01,77085.0,5296.0,0.321,0.467,0.785,0.595,0.602
id1996,Jornal,JORNAL LEMOS,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
id1997,Jornal,O CIDADAO,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
id1998,Jornal,A FOLHA DA REGIAO,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
id1999,Jornal,JORNAL GOSPEL LAGOS,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
id2000,Jornal,CORREIO DA CIDADANIA,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
id2001,Jornal,GRANDE ESTILO,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
id2002,Jornal,JORNAL HORA CERTA,ARARUAMA,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,7.41,10.27,75.32,14.18,9.51,3.68,11.6,0.54,15.88,10.86,680.88,111398.0,10647.0,0.556,0.617,0.839,0.714,0.718
